Date,Open,High,Low,Close,Adj Close,Volume
2018-03-28,65.860001,66.470001,65.470001,66.190002,60.521736,496100
2018-03-29,66.360001,67.220001,65.989998,66.720001,61.006348,493400
2018-04-02,66.620003,66.970001,65.459999,65.769997,60.137707,375000
2018-04-03,65.889999,66.370003,65.269997,66.029999,60.375450,1295900
2018-04-04,65.370003,67.250000,65.010002,67.160004,61.408669,534900
2018-04-05,67.709999,67.980003,66.860001,66.910004,61.180077,524500
2018-04-06,66.440002,67.209999,65.290001,65.589996,59.973106,407100
2018-04-09,66.089996,67.029999,65.790001,66.279999,60.604023,941600
2018-04-10,67.010002,67.360001,65.930000,66.660004,60.951485,454900
2018-04-11,66.309998,66.550003,66.010002,66.260002,60.585751,436100
2018-04-12,66.620003,66.879997,66.099998,66.529999,60.832615,1027400
2018-04-13,66.720001,66.720001,65.760002,66.080002,60.421146,410300
2018-04-16,66.410004,66.900002,66.150002,66.779999,61.061207,379900
2018-04-17,67.000000,67.320000,66.699997,67.129997,61.381237,278400
2018-04-18,67.330002,67.580002,67.139999,67.309998,61.545822,380800
2018-04-19,67.139999,67.339996,66.580002,67.000000,61.262360,554400
2018-04-20,67.040001,67.349998,66.529999,66.919998,61.189217,429700
2018-04-23,67.089996,67.410004,66.940002,67.139999,61.390377,390800
2018-04-24,67.290001,67.720001,66.589996,66.820000,61.097778,427400
2018-04-25,66.629997,67.190002,66.419998,66.629997,60.924049,947600
2018-04-26,66.860001,67.559998,66.860001,67.269997,61.509235,397000
2018-04-27,67.480003,67.720001,67.360001,67.379997,61.609802,532500
2018-04-30,67.379997,67.519997,67.209999,67.250000,61.490948,812700
2018-05-01,67.110001,67.769997,67.080002,67.709999,61.911564,484400
2018-05-02,67.580002,67.930000,66.599998,66.709999,60.997200,633600
2018-05-03,66.430000,67.129997,65.389999,65.690002,60.064548,840500
2018-05-04,65.680000,66.830002,65.279999,66.629997,60.924049,585800
2018-05-07,66.750000,67.379997,66.379997,66.930000,61.198353,637400
2018-05-08,66.900002,67.919998,66.650002,67.660004,61.865852,939000
2018-05-09,67.540001,68.120003,67.260002,67.910004,62.094460,614300
2018-05-10,68.120003,68.739998,67.870003,68.120003,62.286461,698000
2018-05-11,66.330002,67.730003,65.000000,66.290001,60.613159,1500800
2018-05-14,66.519997,66.830002,65.680000,65.760002,60.128559,1003900
2018-05-15,65.919998,66.900002,65.360001,65.779999,60.146839,665300
2018-05-16,65.690002,66.349998,65.690002,65.820000,60.183418,1215300
2018-05-17,65.919998,66.059998,65.300003,65.559998,59.945686,1069600
2018-05-18,65.550003,65.830002,65.290001,65.339996,59.744530,634800
2018-05-21,65.459999,65.889999,65.199997,65.440002,59.835968,834500
2018-05-22,65.669998,65.910004,65.550003,65.680000,60.055412,636300
2018-05-23,65.690002,65.959999,65.419998,65.959999,60.311432,434100
2018-05-24,65.860001,66.849998,65.860001,66.690002,60.978920,656700
2018-05-25,66.660004,67.209999,66.500000,66.879997,61.152657,553200
2018-05-29,66.550003,67.489998,66.440002,67.290001,61.527519,906900
2018-05-30,67.419998,68.760002,67.080002,68.489998,62.624783,1127700
2018-05-31,68.330002,68.559998,67.190002,67.459999,61.682976,895100
2018-06-01,67.930000,68.320000,67.769997,68.129997,62.295612,424300
2018-06-04,68.199997,68.739998,68.199997,68.370003,62.515038,300200
2018-06-05,68.430000,68.860001,68.430000,68.809998,62.917377,301700
2018-06-06,68.809998,69.059998,68.610001,69.050003,63.136810,442500
2018-06-07,69.190002,69.330002,68.629997,68.680000,62.798515,526200
2018-06-08,68.500000,69.129997,68.330002,69.070000,63.155121,323000
2018-06-11,68.940002,69.250000,68.820000,68.970001,63.063663,354800
2018-06-12,69.089996,69.589996,69.000000,69.169998,63.246532,435100
2018-06-13,69.070000,69.779999,69.070000,69.239998,63.310539,451900
2018-06-14,69.379997,70.040001,69.379997,69.910004,63.923164,553800
2018-06-15,69.750000,69.910004,69.419998,69.889999,63.904877,642500
2018-06-18,69.419998,70.309998,68.800003,70.139999,64.133476,663200
2018-06-19,69.449997,69.989998,69.129997,69.599998,63.639709,539200
2018-06-20,69.769997,69.970001,69.349998,69.400002,63.456844,405600
2018-06-21,69.230003,69.400002,68.660004,68.970001,63.063663,529100
2018-06-22,68.970001,69.250000,68.639999,68.900002,62.999657,565000
2018-06-25,68.620003,68.760002,67.019997,67.339996,61.573257,744800
2018-06-26,67.349998,67.860001,66.870003,67.400002,61.628105,547900
2018-06-27,67.550003,68.050003,65.790001,66.199997,60.530872,936400
2018-06-28,65.949997,66.900002,65.879997,66.320000,60.870476,395800
2018-06-29,66.570000,66.769997,66.150002,66.190002,60.751160,451700
2018-07-02,66.010002,66.330002,65.580002,66.150002,60.714447,424900
2018-07-03,66.570000,67.040001,66.360001,66.389999,60.934731,289700
2018-07-05,66.800003,67.099998,66.190002,67.070000,61.558842,640100
2018-07-06,67.470001,67.650002,67.019997,67.360001,61.825020,573500
2018-07-09,67.540001,68.620003,67.419998,67.919998,62.339001,337600
2018-07-10,67.930000,68.180000,67.650002,67.820000,62.247211,314700
2018-07-11,67.459999,68.150002,67.430000,67.779999,62.210503,764700
2018-07-12,67.940002,68.900002,67.940002,68.750000,63.100788,640400
2018-07-13,68.570000,69.120003,68.449997,68.809998,63.155880,408300
2018-07-16,68.800003,69.000000,68.320000,68.589996,62.953949,481500
2018-07-17,67.970001,69.160004,67.779999,68.959999,63.293537,652900
2018-07-18,69.040001,69.040001,68.269997,68.430000,62.807095,510900
2018-07-19,68.000000,68.519997,68.000000,68.180000,62.577637,401100
2018-07-20,68.169998,68.510002,68.080002,68.120003,62.522572,267400
2018-07-23,68.099998,68.330002,67.760002,68.209999,62.605183,504100
2018-07-24,68.669998,68.750000,68.070000,68.250000,62.641872,459600
2018-07-25,68.059998,68.620003,67.860001,68.389999,62.770382,406200
2018-07-26,68.190002,68.730003,68.190002,68.430000,62.807095,465300
2018-07-27,68.470001,68.599998,67.699997,67.940002,62.357361,373600
2018-07-30,67.940002,68.139999,67.419998,67.519997,61.971882,356600
2018-07-31,67.720001,68.050003,67.120003,67.580002,62.026928,727100
2018-08-01,68.110001,68.989998,65.120003,65.980003,60.558418,1183100
