Date,Open,High,Low,Close,Adj Close,Volume
2021-03-19,27.000000,27.190001,24.850000,26.440001,26.440001,4465600
2021-03-22,26.440001,29.490000,25.750000,26.799999,26.799999,837000
2021-03-23,26.980000,26.980000,24.040001,26.200001,26.200001,1004400
2021-03-24,25.920000,27.480000,24.260000,24.379999,24.379999,774200
2021-03-25,23.379999,24.840000,22.459999,24.230000,24.230000,1553500
2021-03-26,24.200001,28.000000,23.410000,27.059999,27.059999,293900
2021-03-29,27.110001,27.160000,24.559999,26.469999,26.469999,205000
2021-03-30,26.030001,26.209999,24.000000,24.240000,24.240000,68700
2021-03-31,24.129999,26.235001,23.620001,25.080000,25.080000,153200
2021-04-01,25.459999,25.980000,22.780001,23.690001,23.690001,186900
2021-04-05,24.330000,25.139000,23.010000,24.629999,24.629999,316700
2021-04-06,24.410000,24.709999,23.650000,24.360001,24.360001,118100
2021-04-07,24.430000,24.455000,22.565001,22.660000,22.660000,127600
2021-04-08,22.440001,23.556000,21.930000,22.240000,22.240000,175300
2021-04-09,22.219999,23.250000,21.445000,22.030001,22.030001,122200
2021-04-12,22.030001,22.770000,19.730000,21.940001,21.940001,324800
2021-04-13,20.459999,21.730000,20.245001,20.860001,20.860001,195900
2021-04-14,20.840000,21.270000,19.924999,20.000000,20.000000,180700
2021-04-15,20.000000,20.565001,18.091999,18.680000,18.680000,644900
2021-04-16,18.590000,19.070000,17.469999,19.000000,19.000000,245300
2021-04-19,18.930000,19.066999,17.985001,18.490000,18.490000,248600
2021-04-20,18.510000,19.271999,18.020000,18.809999,18.809999,268200
2021-04-21,18.980000,19.010000,17.350000,17.610001,17.610001,273400
2021-04-22,17.459999,17.639999,16.600000,16.799999,16.799999,367400
2021-04-23,16.910000,17.559000,16.170000,16.639999,16.639999,114200
2021-04-26,17.000000,17.459999,16.410000,16.950001,16.950001,273400
2021-04-27,17.320000,17.549999,16.510000,17.230000,17.230000,133300
2021-04-28,17.260000,18.070000,16.650000,18.030001,18.030001,137000
2021-04-29,18.379999,19.240000,17.900000,19.129999,19.129999,244300
2021-04-30,19.450001,20.975000,18.750000,20.530001,20.530001,191200
2021-05-03,20.860001,21.535999,20.180000,21.080000,21.080000,255200
2021-05-04,20.990000,21.340000,19.730000,21.020000,21.020000,234400
2021-05-05,20.990000,20.990000,19.520000,20.500000,20.500000,151700
2021-05-06,20.320000,20.420000,17.559999,18.389999,18.389999,175400
2021-05-07,18.230000,19.889999,18.000000,18.950001,18.950001,532700
2021-05-10,18.790001,18.790001,17.500000,17.750000,17.750000,251600
2021-05-11,17.500000,17.500000,16.230000,16.250000,16.250000,123200
2021-05-12,16.209999,16.660000,14.820000,15.440000,15.440000,181000
2021-05-13,15.530000,16.660000,14.420000,16.340000,16.340000,212100
2021-05-14,16.570000,18.379999,16.010000,18.000000,18.000000,174900
2021-05-17,17.840000,19.680000,17.120001,19.389999,19.389999,112400
2021-05-18,19.620001,20.549999,19.200001,20.240000,20.240000,341700
2021-05-19,20.000000,21.059999,16.510000,17.280001,17.280001,1073600
2021-05-20,18.459999,19.850000,17.379999,18.650000,18.650000,700400
2021-05-21,18.620001,18.990000,18.240000,18.410000,18.410000,176000
2021-05-24,18.580000,18.879999,17.750000,18.030001,18.030001,298900
2021-05-25,17.950001,18.870001,16.750999,17.000000,17.000000,343700
2021-05-26,16.959999,17.465000,16.600000,17.150000,17.150000,218800
2021-05-27,17.200001,17.879999,16.799999,17.700001,17.700001,445300
2021-05-28,17.610001,18.240000,16.930000,17.799999,17.799999,273900
2021-06-01,17.910000,18.340000,17.160000,17.200001,17.200001,266900
2021-06-02,17.379999,17.969999,15.880000,16.200001,16.200001,183300
2021-06-03,16.139999,16.139999,15.300000,15.540000,15.540000,511900
2021-06-04,15.860000,16.400000,15.460000,15.560000,15.560000,517800
2021-06-07,15.500000,16.190001,15.361000,15.960000,15.960000,628000
2021-06-08,16.000000,16.350000,15.100000,15.310000,15.310000,277200
2021-06-09,15.340000,15.580000,15.040000,15.310000,15.310000,321300
2021-06-10,15.450000,18.000000,15.310000,16.750000,16.750000,715200
2021-06-11,16.760000,17.280001,15.910000,17.000000,17.000000,324000
2021-06-14,17.010000,17.035000,16.110001,16.540001,16.540001,319800
2021-06-15,16.540001,17.850000,16.540001,17.760000,17.760000,379400
2021-06-16,17.809999,18.440001,17.160000,17.400000,17.400000,274200
2021-06-17,17.480000,18.500000,17.420000,18.059999,18.059999,295700
2021-06-18,17.860001,18.990000,17.518999,18.020000,18.020000,912300
2021-06-21,18.459999,19.170000,17.945000,18.639999,18.639999,382000
2021-06-22,18.700001,19.000000,17.770000,18.129999,18.129999,226200
2021-06-23,18.190001,18.200001,17.155001,17.879999,17.879999,245400
2021-06-24,18.070000,19.670000,17.879999,19.490000,19.490000,321100
2021-06-25,19.500000,20.299999,18.750000,19.000000,19.000000,2460300
2021-06-28,20.184999,20.209999,18.690001,19.190001,19.190001,280600
2021-06-29,19.330000,19.330000,18.219999,18.350000,18.350000,529400
2021-06-30,18.299999,20.865000,18.000000,19.320000,19.320000,292200
2021-07-01,19.389999,20.510000,19.110001,20.010000,20.010000,280500
2021-07-02,20.110001,20.260000,19.370001,20.080000,20.080000,314700
2021-07-06,20.080000,20.190001,19.430000,19.920000,19.920000,252600
2021-07-07,19.930000,20.330000,19.440001,20.080000,20.080000,305800
2021-07-08,19.840000,19.840000,19.000000,19.559999,19.559999,369200
2021-07-09,19.590000,20.200001,19.270000,19.980000,19.980000,270200
2021-07-12,20.010000,20.240000,19.549999,19.940001,19.940001,197200
2021-07-13,19.820000,19.840000,19.025000,19.350000,19.350000,162000
2021-07-14,19.580000,19.580000,18.620001,18.870001,18.870001,398600
2021-07-15,18.709999,19.040001,18.360001,18.889999,18.889999,511000
2021-07-16,19.030001,19.940001,18.750000,18.900000,18.900000,301000
2021-07-19,18.700001,19.025000,18.260000,18.660000,18.660000,158100
2021-07-20,18.690001,19.910000,18.690001,19.360001,19.360001,160900
2021-07-21,19.450001,19.670000,18.920000,19.510000,19.510000,164600
2021-07-22,19.450001,19.750000,19.010000,19.400000,19.400000,67700
2021-07-23,19.540001,19.980000,19.059999,19.420000,19.420000,399900
2021-07-26,19.379999,19.700001,18.180000,18.209999,18.209999,218400
2021-07-27,18.120001,18.219999,16.230000,16.420000,16.420000,219400
2021-07-28,16.379999,17.035000,16.320000,16.860001,16.860001,53500
2021-07-29,17.000000,17.500000,16.100000,16.209999,16.209999,171000
2021-07-30,16.340000,16.340000,14.610000,15.050000,15.050000,240900
2021-08-02,15.210000,15.490000,14.620000,15.420000,15.420000,183700
2021-08-03,15.540000,16.389999,14.770000,16.330000,16.330000,150500
2021-08-04,16.070000,16.790001,15.750000,15.900000,15.900000,99900
2021-08-05,15.950000,16.684999,15.830000,16.080000,16.080000,148500
2021-08-06,16.320000,17.250000,15.810000,17.110001,17.110001,182700
2021-08-09,17.049999,17.219999,16.510000,16.870001,16.870001,132200
